track_name,artist_names,spotify_streams,isrc,all_time_rank,track_score
"hey mama (feat. nicki minaj, bebe rexha & afrojack) - boaz van de beatz remix",boaz van de beatz,24407534,GB28K1500038,,23.0
if you're happy and you know it (clap your hands),cocomelon,433037,UKP3G2004606,,23.0
la player (bandolera),zion & lennox,603009543,USWL11700273,,23.0
art,tyla,46863836,USSM12308662,,23.0
let's love,sia,222571023,UKWLH2000001,,23.0
dash,nmixx,40620097,US5TA2300179,,22.9
on my mind,diplo,287897439,USZ4V1900134,,22.9
vampiro,matuï¿,250112783,BXW922100034,,22.9
another late night (feat. lil yachty),drake,61355849,USUG12306086,,22.9
fire - official uefa euro 2024 song,meduza,10114922,GBUM72402016,,22.9
delincuente,tokischa,190095480,RDRAY2200003,,22.9
never lose me (feat. sza & cardi b),flo milli,30301728,USRC12400579,,22.9
kernkraft 400 (a better day),topic,171920896,DECE72201091,,22.9
sorry not sorry,"tyler, the creator",98301770,USQX92301939,,22.9
bad (feat. vassy) - radio edit,showtek,602359731,GB28K1400007,,22.9
cybertruck,bad bunny,99022909,QMFME2364186,,22.9
"sher khul gaye (from ""fighter"")",vishal-shekhar,22277518,INS182303636,,22.9
fever,dua lipa,381166294,GBAHT2000834,,22.9
"tiago pzk: bzrp music sessions, vol. 48",bizarrap,454467751,UYB282101025,,22.9
hands up!,6arelyhuman,144555119,QZTB32254226,,22.9
buenas,quevedo,108163942,BK4DA2318657,,22.9
stupid in love (feat. huh yunjin of le sserafim),max,72492332,USWB12400075,,22.9
put your records on,ritt momney,600521313,USQX92004148,,22.8
so am i,ava max,570045987,USAT21900569,,22.8
slide,calvin harris,1044358962,GBARL1700262,,22.8
feel good inc.,gorillaz,1407382497,GBAYE0500172,,22.8
me and my broken heart,rixton,733931275,USUM71401800,,22.8
"baguettes in the face (feat. nav, playboi carti & a boogie wit da hoodie)",mustard,332224927,USUM71911804,,22.8
bachpan ka pyaar,badshah,25893883,INUM72100052,,22.8
lo aprendï¿½ï¿½ de ti - ha-ash primera fila - hecho realidad [en v,ha*ash,296711145,MXF011400346,,22.8
blinding lights - instrumental,the weeknd,5191059,USUG12003586,,22.8
wildest dreams (taylor's version),taylor swift,732118596,USUG12103658,,22.8
here with me,marshmello,676451716,USUG11900610,,22.8
ain't your mama,jennifer lopez,478791369,USSM11602625,,22.8
rock my body,r3hab,155454907,AEA2D2300315,,22.8
twinnem,coi leray,34116353,USUM72115284,,22.8
mood,makar,86132200,QZMEN2295194,,22.8
tu$$i (with dei v),yovngchimi,94305899,QZWA32200398,,22.8
"duki: bzrp music sessions, vol. 50",bizarrap,158017957,UYB282201029,,22.8
the bones,maren morris,461420009,USG4X1800054,,22.8
good news,mac miller,447761883,USWB11801008,,22.8
sin seï¿½ï,quevedo,281829019,ZZOPM2235984,,22.8
mejor que yo,anuel aa,81623095,QM6N22374183,,22.8
wiggle (feat. snoop dogg),jason derulo,458706557,USWB11400672,,22.8
evoque prata,mc menor hr,224150665,BCA2A2200128,,22.7
last heartbreak song,ayra starr,6073281,USUG12402960,,22.7
middle child,pnb rock,143152814,USAT21901942,,22.7
pakistan,d-block europe,43844757,USZXT2351612,,22.7
beat the odds,lil tjay,115581471,USSM12207337,,22.7
barely breathing,grant averill,1479227,TCAFW2108079,,22.7
all around the world (la la la),r3hab,654965766,NLW4L1900121,,22.7
"you're on your own, kid",taylor swift,587555589,USUG12205711,,22.7
ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý (my head is spinning like a screw),kostromin,116542329,QM4TW2159341,,22.7
already rich,yeat,156047755,USUM72306884,,22.7
bandana,shubh,41479958,INW262400703,,22.7
ýýýýýýýýýýýýýýý,mrs. green apple,26222603,JPPO02401026,,22.7
bruises,lewis capaldi,1135588382,GBKPL1778698,,22.7
exile (feat. bon iver),taylor swift,757789027,USUG12002838,,22.7
the girls - blackpink the game ost,blackpink,116539504,KRA402300038,,22.7
raja ji,pawan singh,27244358,ING642304903,,22.7
ýý ýýýýýýýýýý,a.v.g,10694922,DGA062340713,,22.7
love sosa,chief keef,757522352,USUM71214600,,22.7
hind's hall,macklemore,22463244,ZZOPM2445925,,22.7
skibidi,little big,46872738,RUA591801291,,22.7
i'm geekin,ddg,76004507,USSM12302214,,22.7
hey lil mamï¿,eladio carrion,77975794,QMFMG2346935,,22.7
eres mï¿½,romeo santos,562983225,USSD11300464,,22.7
sunrise,morgan wallen,104516305,USUG12300812,,22.7
me! (feat. brendon urie of panic! at the disco),taylor swift,859985881,USUG11901267,,22.7
para de mentir,oruam,44091443,BCM9A2300096,,22.7
tryna make sure,moneybagg yo,5588636,USUM72404717,,22.7
yo ya no vuelvo contigo - en vivo,grupo firme,1969714,QZDQH1908793,,22.7
bella y sensual,romeo santos,494373634,USSD11700316,,22.6
bertahan terluka,fabio asher,171663870,SGB502203331,,22.6
if looks could kill,destroy lonely,88771696,USUM72302654,,22.6
save me the trouble,dan + shay,28945482,USWB12302904,,22.6
marisola - remix,cris mj,325264193,CLA1D2200030,,22.6
trampoline,shaed,229366200,QZ47A1800201,,22.6
alone (with nicki minaj),kim petras,79045342,USUG12302442,,22.6
godï¿½ï¿½ï¿½,stray kids,354643707,US5TA2000037,,22.6
te vi,piso 21,752708868,MXF151800454,,22.6
i wanna be yours,arctic monkeys,2185240293,GBCEL1300373,,22.6
boyfriend,justin bieber,538918222,USUM71202650,,22.6
paranoia,heartsteel,77600263,QZH6S1900806,,22.6
story of my life,one direction,1275036167,GBHMU1300210,,22.6
black summer,red hot chili peppers,128264127,USWB12105880,,22.6
devil you know,tyler braden,37634335,USWB12400281,,22.6
run for the hills,tate mcrae,120880428,USRC12302981,,22.6
i know - pr1isvx edit,kanii,152454686,USWB12301125,,22.6
wish,diler kharkiya,10848948,INS922000422,,22.6
let me love you,mario,971172980,USJAY0400348,,22.6
sofia,alvaro soler,353525330,DEUM71601055,,22.6
beso (fruta fresca),wakyin,26036782,USUG12310037,,22.6
ya lili,balti,54678867,LBA0H1700138,,22.6
those eyes,new west,785139012,TCAEE1990215,,22.6
little foot big foot (feat. young nudy),childish gambino,7362358,USRC12302587,,22.6
explï¿½ï¿½,myke towers,243931915,QMFMF2007349,,22.6
girl on fire,alicia keys,646295324,USRC11201015,,22.6
like i want you,giveon,382565051,USSM11914370,,22.6
"naiyo lagda (from ""kisi ka bhai kisi ki jaan"")",himesh reshammiya,5828713,INZ031412468,,22.5
black magic,little mix,642037328,GBHMU1500046,,22.5
budapest,george ezra,1142061871,GBARL1400477,,22.5
la gï¿½ï¿½e,grupo marca registrada,27813921,BK4DA2412746,,22.5
mi tesoro (feat. nicky jam),zion & lennox,162240700,USWL11600243,,22.5
ere,juan karlos,117290821,PHUM72300128,,22.5
alcohol-free,twice,224295163,US5TA2100022,,22.5
bad boy,marwa loud,228588822,FR7IX1800130,,22.5
voices in my head,falling in reverse,122568479,USEP42231001,,22.5
la nena,lyanno,29683046,QM4TW2488674,,22.5
hati-hati di jalan,tulus,306652166,FR2X42253130,,22.5
algo mï¿½ï¿½,rauw alejandro,304134537,USSD12000187,,22.5
quicksand,morray,92536126,CA5KR2101974,,22.5
singapur,el alfa,200520284,USDY42003198,,22.5
just dance,lady gaga,1062571821,USUM70807646,,22.5
tom's diner,annenmaykantereit,296543065,DEUM71903009,,22.5
la jeepeta - remix,nio garcia,672449007,QM6MZ2057011,,22.5
ojos marrones,dos waves,2307,GX3Q92325690,,22.5
marvins room,drake,597923434,USCM51100267,,22.5
the motto,drake,549699659,USCM51100731,,22.5
hot (feat. gunna),young thug,387820994,USAT21904711,,22.5
skibidi toilet,lil big stack,8388731,QZMEP2360644,,22.5
moment,vierre cloud,383570519,QM42K1931856,,22.5
heaven takes you home,swedish house mafia,248202976,USUG12202132,,22.5
far away (2020 remaster),nickelback,378296524,USRH12000111,,22.4
god damn,badshah,34233316,INUM72400156,,22.4
razzi bolja,harjeet deewana,14329936,ING582100020,,22.4
"tested, approved & trusted",burna boy,42115225,USAT22307524,,22.4
galopa,pedro sampaio,210287302,BRWMB2100721,,22.4
reckless,madison beer,504851489,USSM12102874,,22.4
best on earth (feat. bia) - bonus,russ,236121136,USSM11913145,,22.4
drunk (and i don't wanna go home),elle king,198817832,USRC12100003,,22.4
overdrive,post malone,130236751,USUM72306020,,22.4
cuando nadie ve,morat,621596476,ES5701800456,,22.4
freak (feat. rei ami),sub urban,193103080,USWB12000170,,22.4
sugar rush ride,tomorrow x together,178523233,USA2P2243432,,22.4
me escapï¿,doblep,36559856,QZNJZ2368122,,22.4
sakhiyaan,maninder buttar,177496669,FR96X1865569,,22.4
without you (feat. sandro cavazza),avicii,1074175360,SE5R71700101,,22.4
aynen,heijan,66701855,QZMZ92307983,,22.4
idgaf,dua lipa,1583012380,GBAHT1600301,,22.4
maniac,conan gray,845222205,USUM71920712,,22.4
love me harder,ariana grande,917284463,USUM71409728,,22.4
si supieras,daddy yankee,306404848,US2BU1900761,,22.4
love someone,lukas graham,753200066,USWB11801903,,22.4
dance alone,sia,25180079,USAT22400525,,22.4
suano,ntg,15333864,TCAIA2470789,,22.4
heart on ice,rod wave,320136804,USUYG1257043,,22.4
pop/stars,k/da,352999804,NLRD51859885,,22.4
ring (feat. kehlani),cardi b,242105356,USAT21801432,,22.4
potion (with dua lipa & young thug),calvin harris,221965013,GBARL2201128,,22.4
pï¿½ï¿½gina de ex - ao vivo n,mari fernandez,13842105,BCZT72400033,,22.4
new magic wand,"tyler, the creator",617991511,USQX91901115,,22.3
taaron ke shehar,neha kakkar,95962246,INS182006274,,22.3
monster,lum!x,324575469,ITV951900009,,22.3
"si si si si (feat. eladio carrion, bryant myers, dei v)",the academy: segunda misiï¿½,35185414,USWL12400691,,22.3
river (feat. ed sheeran),eminem,830410811,USUM71712944,,22.3
churchill downs (feat. drake),jack harlow,153857576,USAT22203487,,22.3
wide awake,katy perry,447997798,USCA21200932,,22.3
eyvah neye yarar,semicenk,27235294,DGA0Q2317098,,22.3
lush life,zara larsson,1429205245,SEWEE1500509,,22.3
kitty,kenia os,23061213,MXF012400293,,22.3
"o bedardeya (from ""tu jhoothi main makkaar"")",pritam,184580310,INS182300550,,22.3
wildberry lillet,nina chuba,161145820,DEE862201008,,22.3
amapiano,asake,68990989,USUYG1489119,,22.3
hola seï¿½ï¿½o,gims,208249257,FR8FB1901430,,22.3
m.a (mejores amigos),bm,179475517,QZTVM2225505,,22.3
take a bite,beabadoobee,18634348,GBK3W2402961,,22.3
dream girl - remix,ir sais,289196126,USSD11900381,,22.3
me enamorï¿,shakira,388986035,USSD11700088,,22.3
geri dï¿½ï¿½nem,semicenk,111150894,FRX452325278,,22.3
gimmie a light,ice spice,8734499,USUG12400205,,22.3
on the street (with j. cole),j-hope,183683364,USA2P2251898,,22.3
lost forever,travis scott,66878719,USSM12305017,,22.3
what ifs (feat. lauren alaina),kane brown,516523975,USRN11600859,,22.3
i got love,miyagi,136456221,QZ22B1946607,,22.3
set me free,twice,117186345,US5TA2300005,,22.3
say something,a great big world,1064534331,USSM11306713,,22.2
por dentro,rels b,105759424,UYB282376016,,22.2
you belong with me,taylor swift,643828366,USCJY0803328,,22.2
"sex, drugs, etc.",beach weather,818926915,TCACS1642138,,22.2
tchuco nela,mc rogerinho,154127881,BCN5Z2200003,,22.2
californication,red hot chili peppers,1405353677,USWB19900690,,22.2
la mordidita,ricky martin,301574752,USSD11400352,,22.2
drowning (feat. kodak black),a boogie wit da hoodie,921936314,USAT21700435,,22.2
one in a million,bebe rexha,109868838,USWB12303800,,22.2
playing games,summer walker,177369022,USUM71917221,,22.2
often,the weeknd,982399328,USUG11401323,,22.2
balanï¿½ï¿½o da,matheus fernandes,237867475,BCDE52200008,,22.2
better things,aespa,72446983,KRA302300242,,22.2
ccc - remix,michelle maciel,127818826,UYB282379019,,22.2
carnival,kanye west,465320426,QZA742422174,,22.2
swag se swagat,neha bhasin,22317486,INY091700034,,22.2
sevilla,thrife,26054526,SE6XW2288884,,22.2
chana tera shukriya,tanveer anjum,9015,DGA062354084,,22.2
caramelo - remix,leoo remix,144767,QZNJV2032699,,22.2
ghost!,phonk.me,127080399,QZTB22273485,,22.2
cute depressed,dyan dxddy,54477192,QZZ662413549,,22.2
inolvidable,ovy on the drums,256133319,USWL12000002,,22.2
lioness,swedish house mafia,2480498,USUG12403371,,22.2
zombie,bad wolves,391235723,USDPK1800004,,22.2
ni bien ni mal,bad bunny,461199840,QM7281884659,,22.2
maï¿½ï¿½ana serï¿½ï¿,karol g,132811353,USUM72222550,,22.2
my heart goes (la di da),becky hill,300361628,GBUM72102422,,22.2
candy shop,50 cent,954807024,USIR10500072,,22.2
only,leehi,335212411,KRC712100039,,22.2
avalon,$uicideboy$,204669341,QZAPK2000176,,22.2
puro campeï¿½,grupo marca registrada,162996272,USA2P2243895,,22.2
esperï¿½ï¿½n,manuel turizo,333106545,USQX91702666,,22.2
gas pedal,sage the gemini,253903241,USUYG1027384,,22.1
landmines,sum 41,18708085,QMRSZ2302172,,22.1
"mnike (feat. dj maphorisa, nandipha808, ceeka rsa & tyron dee)",tyler icu,54611633,ZB1OS2300183,,22.1
dance crip,trueno,265253887,ARRWN2000082,,22.1
stellar,.diedlonely,44235866,QM3DF2222961,,22.1
en tu perra vida,grupo firme,265126606,QZDQH2143285,,22.1
malibu,miley cyrus,810044838,USRC11700814,,22.1
skin and bones,david kushner,70354552,QZXDB2300047,,22.1
shut up my moms calling - (sped up),hotel ugly,428290193,SE6XY2215995,,22.1
spinnin,connor price,164206429,QZTAS2238500,,22.1
baby shark,super simple songs,53980875,TCADE1784654,,22.1
barbiez,fuerza regida,90149537,QZ9QQ2300783,,22.1
coladin,zï¿½ï¿½ vaqu,68110254,BCZZV2200032,,22.1
"coca cola (from ""luka chuppi"")",tony kakkar,84890640,INS181900274,,22.1
los botones azules,junior h,409608018,USWL12200130,,22.1
all by myself,alok,153478699,DEE862201655,,22.1
dj balada boa x pika pika kawenimeri,dj usup,302568,SGB502208098,,22.1
joli bï¿½ï¿,naza,131677140,FRX762022181,,22.1
time of our lives,pitbull,1283683926,USRC11402647,,22.1
blood // water,grandson,658966178,TCADI1720999,,22.1
famous hoes,nle choppa,126680278,USWB11903266,,22.1
amor propio,grupo frontera,59582290,DGA0H2357875,,22.1
wreckage,pearl jam,6247901,USUG12309753,,22.1
this town,niall horan,957810500,USUG11601029,,22.1
maybe youï¿½ï¿½ï¿½re the p,ava max,181659395,USAT22203651,,22.1
lil bit,nelly,250828412,USQX92003343,,22.0
nenas,anni k,22362,QZNW72249626,,22.0
rainy days,v,253540909,USA2P2339028,,22.0
disaster,kslv noh,258379092,QZHNC2184834,,22.0
feelings,sumit goswami,42067554,INS172001990,,22.0
trouble with a heartbreak,jason aldean,54488988,QMRSZ2102055,,22.0
los collares,oscar maydon,332741927,USANG2210588,,22.0
blaq on blaq (feat. luciano),hoodblaq,8033479,DEKF22400486,,22.0
memories (feat. kid cudi),kid cudi,923932404,FRZID0900480,,22.0
it's that time,marlon hoffstadt,29365536,QM4TX2371595,,22.0
do not climb,claps,2723,AUXN22297509,,22.0
mï¿½ï¿½lanine (feat. were,heuss l'enfoirï¿,14500608,FRPZ92417040,,22.0
bakkal amca,kukuli,5755295,QZHN62167502,,22.0
martes 13,luis r conriquez,12809544,QM6N22452000,,22.0
jom ka du me tï¿½ï¿,dafina zeqiri,1196257,QZNFJ2402633,,22.0
bellabella,vanco,3835,ZA4MG1700001,,22.0
long journey,rod wave,26215354,USQX92305193,,22.0
die a happy man,thomas rhett,622198235,USLXJ1507199,,22.0
dah dah dahdah,nardo wick,142262820,USRC12202590,,22.0
cab in a solo,scotty mccreery,11614161,USQX92304263,,22.0
sï¿½ï¿½,anuel aa,200764254,QMDA62184373,,22.0
bachke bachke (feat. yarah),karan aujla,53303131,CAW112300246,,22.0
fed up,ghostemane,219841054,ZZOPM2003235,,22.0
slide,h.e.r.,224529894,USRC11902505,,22.0
"udd jaa kaale kaava (from ""gadar 2"")",udit narayan,4527224,INZ031413259,,22.0
be the one,eli brown,75309953,GBUM72302199,,22.0
top 10 statues that cried blood,bring me the horizon,13330547,GBARL2400277,,22.0
this city,sam fischer,633467655,TCADL1840559,,22.0
os bico tï¿½ï¿½o se perguntando (letï¿½ï¿½,mc ph,131981248,BXG6R2300280,,21.9
last time i saw you,nicki minaj,66513420,USUM72312706,,21.9
precision,big sean,7569031,USUM72400673,,21.9
did me wrong,a boogie wit da hoodie,32916107,USAT22308669,,21.9
cry no more (feat. tay keith),headie one,13712090,GBARL2400420,,21.9
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (fade),jeff satur,41494349,THW092201719,,21.9
get back,pop smoke,355137565,USUM72002036,,21.9
panic room,au/ra,256361762,GBARL1702250,,21.9
dj biwir beureum-beureum jawer hayam pano coklat kopi susu - runtah,dj manikci remix,5101261,HKK972235335,,21.9
baila conmigo (feat. kelly ruiz),dayvi,417257612,MXF011900173,,21.9
problemas de um milionï¿½ï¿,wiu,34042262,BXW922400001,,21.9
noticed,lil mosey,727014998,USUM71809565,,21.9
shoota (feat. lil uzi vert),playboi carti,686323132,USUM71804149,,21.9
happy birthday,jovanie,37866,QM4TX1990759,,21.9
the greatest,sia,669427500,USRC11601332,,21.9
ignite,alan walker,339954855,NOG841803010,,21.9
sharing locations (feat. lil baby & lil durk),meek mill,172558590,USAT22105014,,21.9
gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,tuï¿½ï¿½ï¿½n,1880312,US38Y2304586,,21.9
vette motors,youngboy never broke again,80585683,USAT22207312,,21.9
only fine girl,spyro,2490826,ZA56E2305137,,21.9
evil empire,lil mabu,6097493,USUYG1539670,,21.9
overwhelmed,royal & the serpent,189175699,USAT22002973,,21.9
good as hell,lizzo,627625151,USAT21600354,,21.9
caroline,aminï¿,761038233,USCGH1697037,,21.9
mon ami,tiesco le sultan,9452,TCAHN2316445,,21.9
zombie dance with new db heroes,d billions,37396,AEA0Q2376389,,21.9
adictiva,daddy yankee,428271245,US2BU1801109,,21.9
kitsch,ive,146489854,QM4TX2337765,,21.9
rewrite the stars,zac efron,989608207,USAT21704623,,21.8
hype boy,newjeans,541018402,USA2P2230222,,21.8
enchanted (taylor's version),taylor swift,285889664,USUG12302081,,21.8
gucci los paï¿½ï,karol g,121721506,USUM72222544,,21.8
legends never die,league of legends,595564275,QMAF31500062,,21.8
bleed,the kid laroi,66555473,USSM12300831,,21.8
idgaf,lucixn,1577904955,QZLBC2302548,,21.8
michi teyu ku (overflowing),fujii kaze,33845527,JPPO02400480,,21.8
desde esa noche,thalia,322003779,USSD11600005,,21.8
sos (feat. aloe blacc),avicii,763658190,SE5R71900201,,21.8
pulsar bike,bheems ceciroleo,39057770,IND292208377,,21.8
franchise (feat. young thug & m.i.a.),travis scott,278032053,USSM12004756,,21.8
kya baat ay,harrdy sandhu,115373265,INS171806873,,21.8
do not touch,misamo,65157999,JPWP02370420,,21.8
persian rugs,partynextdoor,113153819,USWB12004216,,21.8
romeo juliet - title song,akassh,15619,INE241800060,,21.8
ambition for cash,key glock,315336758,USUYG1390429,,21.8
en peligro de extinciï¿½,la adictiva,310742518,MXA411400084,,21.8
besito,soy pau,6220250,QZNWQ2336916,,21.8
ýýýýýý,ýýýýýýýýýýýý,46945798,JPPO02304150,,21.8
be kind (with halsey),marshmello,664972754,USUG12001567,,21.8
i got you,twice,56463608,US5TA2300237,,21.8
zukunft pink (feat. inï¿½ï,peter fox,131713257,DEA622201528,,21.8
ccc,michelle maciel,205855278,UYB282379007,,21.8
dime,el malilla,40072883,USA2P2420093,,21.8
do you like yogurt,pierce,2508,KRMIM2335213,,21.7
electric love,bï¿½ï¿,1088889743,USUM71416307,,21.7
mr. october,bad bunny,95925842,QMFME2364185,,21.7
i can fix him (no really i can),taylor swift,92296736,USUG12401038,,21.7
kï¿½ï¿½,mabel matiz,13060347,QM6N22432504,,21.7
jee ni lagda,karan aujla,56798458,CAW112300242,,21.7
sudden shower,eclipse,25974901,KRA492400564,,21.7
nira ishq,guri,102266938,FR10S1963992,,21.7
lo que hay x aquï¿,rels b,223617742,UYB282376006,,21.7
los cachos,piso 21,281927185,MXF152200437,,21.7
jugnu,badshah,162005746,INUM72100074,,21.7
nadie sabe,bad bunny,86588767,QMFME2364181,,21.7
ne !?,lvbel c5,24176156,FRX282404287,,21.7
graduation (with juice wrld),benny blanco,358055646,USUM71916692,,21.7
fim de semana no rio,teto,174165147,BXW922200001,,21.7
best time,brent faiyaz,149609501,QZNMY2304784,,21.7
hot n*gga,bobby shmurda,491313680,USSM11405787,,21.7
no sufrirï¿½ï¿½ por nadie - r,joaquin guiller,18550706,QZ5AB2358733,,21.7
for tonight,giveon,259405297,USSM12106837,,21.7
barely holdin' on,polo g,49246411,USSM12305651,,21.7
lihim,arthur miguel,68411628,PHW012300230,,21.7
shake it off (taylor's version),taylor swift,118707702,USUG12306677,,21.7
dice and roll,odetari,34391822,QZZ4J2400154,,21.7
clara bow,taylor swift,83518075,USUG12401043,,21.7
witchy (feat. childish gambino),kaytranada,3663303,USRC12300035,,21.7
quiï¿½ï¿½reme mientras se p,manuel turizo,467670966,QZDYA1800021,,21.7
0800 heaven,nathan dawe,68189858,GBAHS2300402,,21.7
elegï¿½ï¿½ (feat. dï¿½ï¿½me,rauw alejandro,439049524,USSD12000059,,21.7
hallelujah,pentatonix,441916342,USRC11601833,,21.7
you can't control my heart,kurochuu,24071511,CA5KR2466583,,21.7
march madness,future,169574765,USSM11507194,,21.7
never gonna not dance again,p!nk,162054666,USRC12203892,,21.7
que calor (with j balvin & el alfa),major lazer,433664050,QMUY41800271,,21.7
make no sense,youngboy never broke again,404692736,USAT21904061,,21.7
stargazing,travis scott,740409304,USSM11806658,,21.7
wtfym,future,17192758,USSM12402042,,21.7
all my life,falling in reverse,4094651,USEP42414005,,21.7
munch (feelinï¿½ï¿½,ice spice,133459011,CA5KR2269973,,21.7
if you want love,nf,493699616,USUM71708224,,21.7
savage love,jason derulo,3369,ESA012082771,,21.6
white iverson,post malone,1135209969,USUM71511528,,21.6
hola - remix,dalex,708615717,QM9WM1900166,,21.6
the black dog,taylor swift,81662552,USUG12401046,,21.6
say something (feat. chris stapleton),justin timberlake,505748520,USRC11703503,,21.6
hoa cï¿½ï¿½ï,phong max,4168391,VNA1M2204855,,21.6
i know,kanii,49939720,USWB12300650,,21.6
lost souls,baby keem,206432478,USSM12107536,,21.6
hold me closer,elton john,400479389,GBUM72205030,,21.6
se joga no passinho,brisa star,110101642,BXI8I2100073,,21.6
girls,aespa,115406939,KRA302200097,,21.6
classic,mkto,1350428257,USSM11301446,,21.6
the last goodbye (feat. bettye lavette),odesza,122957173,GBCFB2100832,,21.6
the weekend,sza,537523729,USRC11701116,,21.6
overloading (overdose),mavins,58523865,NGA3B2201001,,21.6
shipping,great area,130895,UKKTQ2200011,,21.6
stole the show,kygo,964765127,SEBGA1500071,,21.6
mood - remix,zero two,10265841,VNA0R1989249,,21.6
chasing after you (with maren morris),ryan hurd,198942707,USRN12000200,,21.6
kini ecko pergi meninggalkanku,ecko show,3479935,IDA832200929,,21.6
looove (feat. kid cudi),travis scott,72380469,USSM12305018,,21.6
10 freaky girls (with 21 savage),metro boomin,630863087,USUG11802481,,21.6
bahagiaku sederhana,jamik jams,271438,SGB502102465,,21.6
"paint it, black",the rolling stones,1196773729,USA172010502,,21.6
beautiful people (stay high),the black keys,11742947,USNO12300381,,21.6
una cerveza,fuerza regida,159876075,QZ9QQ2300794,,21.6
down with me,lil tecca,65300464,USUM72400053,,21.6
"sg (with ozuna, megan thee stallion & lisa of blackpink)",dj snake,289013053,USUG12103119,,21.6
pink friday girls,nicki minaj,63109089,USUM72318696,,21.6
teresa & maria,alyona alyona,31380070,UAEO12300107,,21.6
conversations,juice wrld,407701213,USUG12001896,,21.6
rake it up,yo gotti,365789171,USSM11705366,,21.6
de vuelta pa' la vuelta,daddy yankee,164788147,US2BU2001211,,21.6
sunshine,onerepublic,426609723,USUM72100506,,21.6
walk,kodak black,62323136,USAT22214755,,21.6
9 bis 9,sira,107950388,DEKF22300419,,21.5
versace on the floor,bruno mars,797648369,USAT21602949,,21.5
bailando,el jordan 23,138986512,QZFZ72288773,,21.5
runaway (u & i) [dance],melon,13502324,ZZOPM2342242,,21.5
hasta la miel amarga (feat. grupo firme),"luis angel ""el flaco""",164007720,QZDQH1832675,,21.5
love me like this,nmixx,96439278,US5TA2200195,,21.5
buss it,erica banks,145000664,USUYG1312999,,21.5
five nights at freddy's,the newton brothers,17822349,USQ4E2205224,,21.5
bodyguard,beyoncï¿,56412921,USSM12402709,,21.5
matte black,$uicideboy$,162889846,QZAPK2000269,,21.5
animals,martin garrix,413855724,NLZ541300467,,21.5
"akh lad jaave (from ""loveyatri"")",badshah,97600091,INS181801889,,21.5
uhaw,dilaw,42862565,PHW012200294,,21.5
friki,feid,255973824,USUM72123054,,21.5
goat,number_i,34820660,JPY932300029,,21.5
bondade de deus,isaias saad,91842323,BCII12200001,,21.5
let the light in (feat. father john misty),lana del rey,240686521,GBUM72206754,,21.5
ninnin jack,imp.,207454,JPY932300076,,21.5
love 119,riize,40415304,KRA302400001,,21.5
jar of hearts,christina perri,534874667,USAT21001508,,21.5
up,inna,35440292,ROGRA2101937,,21.5
gotta move on (feat. bryson tiller),diddy,44931644,USUG12203038,,21.5
los aparatos,el alfa,137720938,QM6P42213591,,21.5
ýýquýý nos pasýý?,anuel aa,161990851,QM6MZ2220000,,21.5
i won't give up,jason mraz,850863163,USEE11100768,,21.5
i guess i'm in love,clinton kane,416972132,USSM12104467,,21.5
tapï¿½ï¿½o na,raï¿½ï¿½ saia ro,196159389,BRS4R2000060,,21.5
angry,the rolling stones,31185560,GBUM72302314,,21.5
sweet / i thought you wanted to dance,"tyler, the creator",269671235,USQX92102138,,21.5
yes i'm a mess,ajr,43940810,USUG12305391,,21.5
try,p!nk,662971898,USRC11200785,,21.5
saiyaan ji,yo yo honey singh,39793463,INS182100158,,21.5
vvs switch,pressure 9x19,44343451,QZSYP2394390,,21.5
can i call you tonight?,dayglow,596164214,TCADL1825079,,21.5
sweet child o' mine,guns n' roses,1879386440,USGF18714809,,21.5
dispo,karol g,113567783,USUG12305267,,21.5
obsessed,riar saab,161366691,QMBZ92299094,,21.4
here we go (uh oh),coco jones,3459469,USUM72404366,,21.4
madrid city,ana mena,64860954,ES5022302278,,21.4
bring it on home to me,sam cooke,293683495,FR6F32334310,,21.4
ropa cara,camilo,185362995,USSD12000609,,21.4
straightenin,migos,135665686,USUG12100188,,21.4
percherï¿½,el reino infantil,17238604,ARF061501325,,21.4
bring me to life,evanescence,1129346989,USWU30200093,,21.4
espectacular,sky rompiendo,29254420,USSD12400197,,21.4
me gusta,shakira,353815769,USQX92000112,,21.4
middle,dj snake,1068023888,USUM71515784,,21.4
ron artest,babyface ray,63725545,USUYG1468508,,21.4
el patito juan,biper y sus amigos,29422741,QZ2J21500186,,21.4
different 'round here,riley green,74806048,QZRD92302492,,21.4
jumpshot,dawin,71345247,USUM71606698,,21.4
mockingbird,eminem,1680919413,USIR10400813,,21.4
drift night,alfianie,218621,SGB502231047,,21.4
asesina,brytiago,362670547,QM4TX1806458,,21.4
jennifer's body,ken carson,53163000,USUM72314188,,21.4
in da club,50 cent,10163724,NLD141100088,,21.4
bread & butter,gunna,50098085,USAT22305917,,21.4
ýýýýýýýýýýýý,aimer,227696852,JPU902104729,,21.4
smile (with the weeknd),juice wrld,463970393,USUG12002597,,21.4
xxl,uzi,70664645,FRX762205380,,21.4
yes or no,jung kook,167384917,USA2P2348392,,21.4
entrapreneur,central cee,27850857,USSM12309238,,21.4
